model,n_train,function,output_dim_modeled_idx,rep,training_time,prediction_time,rmse,ci_coverage,pi_coverage
PCGP,1000,borehole,0,0,11.277884006500244,0.02160191535949707,18.274652048204185,74.0,74.0
Surmise,1000,borehole,0,0,0.6838929653167725,0.009662389755249023,18.494469272109,73.33333333333333,73.33333333333333
PCGP,2000,borehole,0,0,38.086463928222656,0.05251789093017578,59.82857066502974,31.333333333333336,31.333333333333336
Surmise,2000,borehole,0,0,4.074495315551758,0.03200268745422363,59.89830301680236,32.666666666666664,32.666666666666664
PCGP,3000,borehole,0,0,163.52884483337402,0.10490894317626953,3.278328201397843,97.33333333333334,97.33333333333334
Surmise,3000,borehole,0,0,13.004348039627075,0.06601905822753906,3.264588262278492,98.0,98.0
